міндетінен	міндет:ROOT/і:MORPH/нен:MORPH
философияға	философия:ROOT/ға:MORPH
ұлағатты	ұлағат:ROOT/ты:MORPH
мағынасында	мағына:ROOT/сы:MORPH/н:MORPH/да:MORPH
Осы	Осы:ROOT
оған	о:ROOT/ған:MORPH
нақыл	нақыл:ROOT
өз	өз:ROOT
қалай	қалай:ROOT
кезде	кез:ROOT/де:MORPH
көзқарастарды	көз:ROOT/қарас:MORPH/тар:MORPH/ды:MORPH
болудың	бол:ROOT/у:MORPH/дың:MORPH
болады	бол:ROOT/а:MORPH/ды:MORPH
құмарлыққа	құмар:ROOT/лық:MORPH/қа:MORPH
және	және:ROOT
сыртқы	сырт:ROOT/қы:MORPH
Адамның	Адам:ROOT/ның:MORPH
осы	осы:ROOT
тұрғысынан	тұр:ROOT/ғы:MORPH/сы:MORPH/нан:MORPH
қауіп	қауіп:ROOT
Ал	Ал:ROOT
ие	ие:ROOT
Бұл	Бұл:ROOT
заманынан	заман:ROOT/ы:MORPH/нан:MORPH
Ол	Ол:ROOT
да	да:ROOT
Сондықтан	Сондықтан:ROOT
Сонымен	Со:ROOT/ны:MORPH/мен:MORPH
ерік	ерік:ROOT
Платонның	Платон:ROOT/ның:MORPH
бөлімдеріне	бөл:ROOT/ім:MORPH/дер:MORPH/і:MORPH/не:MORPH
емес	е:ROOT/мес:MORPH
тұтас	тұтас:ROOT
де	де:ROOT
шығарады	шығар:ROOT/а:MORPH/ды:MORPH
айтсақ	айт:ROOT/са:MORPH/қ:MORPH
жарық	жарық:ROOT
және	және:ROOT
өзге	өз:ROOT/ге:MORPH
қарапайым	қарапайым:ROOT
Логостың	Логос:ROOT/тың:MORPH
саяси	саяс:ROOT/и:MORPH
қатар	қатар:ROOT
жинаған	жина:ROOT/ған:MORPH
көмектесу	көмек:ROOT/тес:MORPH/у:MORPH
бой	бой:ROOT
бірбіріне	бірбір:ROOT/і:MORPH/не:MORPH
жатқан	жат:ROOT/қан:MORPH
наразылық	наразы:ROOT/лық:MORPH
шығуға	шығ:ROOT/у:MORPH/ға:MORPH
тән	тән:ROOT
осы	осы:ROOT
жауап	жауап:ROOT
келгенде	кел:ROOT/ген:MORPH/де:MORPH
тобына	тоб:ROOT/ы:MORPH/на:MORPH
қамалған	қамал:ROOT/ған:MORPH
именбей	имен:ROOT/бе:MORPH/й:MORPH
сұлулыққа	сұлу:ROOT/лық:MORPH/қа:MORPH
мақсаты	мақсат:ROOT/ы:MORPH
әділдігі	әділ:ROOT/діг:MORPH/і:MORPH
Тарихтан	Тарих:ROOT/тан:MORPH
Кіші	Кіші:ROOT
бөлігін	бөліг:ROOT/і:MORPH/н:MORPH
мүсінінің	мүсін:ROOT/і:MORPH/нің:MORPH
саяси	саяс:ROOT/и:MORPH
және	және:ROOT
үздіксіз	үздік:ROOT/сіз:MORPH
емес	е:ROOT/ме:MORPH/с:MORPH
һәм	һәм:ROOT
ойшыл	ой:ROOT/шыл:MORPH
Cogito	Cogito:ROOT
әртүрлі	әртүрлі:ROOT
жазылған	жаз:ROOT/ыл:MORPH/ған:MORPH
әрі	әрі:ROOT
заманның	заман:ROOT/ның:MORPH
канцлер	канцлер:ROOT
да	да:ROOT
елде	ел:ROOT/де:MORPH
әрқашан	әрқашан:ROOT
философты	философ:ROOT/ты:MORPH
Филалет	Филалет:ROOT
болатын	бол:ROOT/атын:MORPH
биік	биік:ROOT
бұл	бұл:ROOT
күреседі	күрес:ROOT/е:MORPH/ді:MORPH
философиялық	философия:ROOT/лық:MORPH
жағдайында	жағдай:ROOT/ы:MORPH/н:MORPH/да:MORPH
алдынан	ал:ROOT/ды:MORPH/нан:MORPH
тәжірибе	тәжірибе:ROOT
алдырмай	алдыр:ROOT/ма:MORPH/й:MORPH
Олар	О:ROOT/лар:MORPH
қолайлы	қолай:ROOT/лы:MORPH
екінші	ек:ROOT/інші:MORPH
бағынышты	бағ:ROOT/ыныш:MORPH/ты:MORPH
қызмет	қызмет:ROOT
арттыра	арт:ROOT/тыр:MORPH/а:MORPH
өмірі	өмір:ROOT/і:MORPH
жауап	жауап:ROOT
келген	кел:ROOT/ген:MORPH
сұлулық	сұлу:ROOT/лық:MORPH
екінші	ек:ROOT/інші:MORPH
қасында	қас:ROOT/ы:MORPH/н:MORPH/да:MORPH
аулақ	аулақ:ROOT
олардың	о:ROOT/лар:MORPH/дың:MORPH
бұл	бұл:ROOT
саясат	саясат:ROOT
өрбіген	өрбі:ROOT/ген:MORPH
кітабын	кітаб:ROOT/ы:MORPH/н:MORPH
Роберт	Роберт:ROOT
соңғы	соң:ROOT/ғы:MORPH
кемшілігі	кем:ROOT/шіліг:MORPH/і:MORPH
көрсетіледі	көр:ROOT/се:MORPH/т:MORPH/іл:MORPH/е:MORPH/ді:MORPH
әуенге	әуен:ROOT/ге:MORPH
дамуы	дам:ROOT/у:MORPH/ы:MORPH
Өйткені	Өйткені:ROOT
Шектен	Шек:ROOT/тен:MORPH
бірінбірі	бір:ROOT/інбірі:MORPH
тілін	тіл:ROOT/і:MORPH/н:MORPH
интернеті	интернет:ROOT/і:MORPH
оларға	о:ROOT/лар:MORPH/ға:MORPH
қарай	қарай:ROOT
айналысу	айналыс:ROOT/у:MORPH
кез	кез:ROOT
француз	француз:ROOT
туралы	туралы:ROOT
қалалар	қала:ROOT/лар:MORPH
бірігу	біріг:ROOT/у:MORPH
тартады	тарт:ROOT/а:MORPH/ды:MORPH
авторы	автор:ROOT/ы:MORPH
қайғылы	қайғы:ROOT/лы:MORPH
ұсынады	ұсын:ROOT/а:MORPH/ды:MORPH
топшылауға	топшы:ROOT/ла:MORPH/у:MORPH/ға:MORPH
жалқы	жалқы:ROOT
кеткен	кет:ROOT/кен:MORPH
бірге	бірге:ROOT
Біртұтас	Бір:ROOT/тұтас:MORPH
сөзі	сөз:ROOT/і:MORPH
және	және:ROOT
болғаннан	бол:ROOT/ған:MORPH/нан:MORPH
қосылады	қос:ROOT/ыл:MORPH/а:MORPH/ды:MORPH
тұтастыққа	тұтас:ROOT/тық:MORPH/қа:MORPH
іштей	іш:ROOT/тей:MORPH
мұны	мұ:ROOT/ны:MORPH
да	да:ROOT
Евангелос	Евангелос:ROOT
кетпейміз	кет:ROOT/пе:MORPH/й:MORPH/міз:MORPH
керек	керек:ROOT
рухтың	рух:ROOT/тың:MORPH
Картезий	Картезий:ROOT
әбден	әбден:ROOT
алдыңғыларды	алды:ROOT/ң:MORPH/ғы:MORPH/лар:MORPH/ды:MORPH
олардың	о:ROOT/лар:MORPH/дың:MORPH
Агафонға	Агафон:ROOT/ға:MORPH
өзіне	өз:ROOT/і:MORPH/не:MORPH
бір	бір:ROOT
дейін	дейін:ROOT
кіршіксіз	кіршік:ROOT/сіз:MORPH
жоқ	жоқ:ROOT
сөйлегенде	сөйле:ROOT/ген:MORPH/де:MORPH
Дегенмен	Деген:ROOT/мен:MORPH
әдісті	әдіс:ROOT/ті:MORPH
келіп	кел:ROOT/іп:MORPH
ұлы	ұлы:ROOT
тұтас	тұтас:ROOT
ол	ол:ROOT
және	және:ROOT
демек	де:ROOT/ме:MORPH/к:MORPH
негізгі	негіз:ROOT/гі:MORPH
жазады	жаз:ROOT/а:MORPH/ды:MORPH
зор	зор:ROOT
тұрақсыз	тұрақ:ROOT/сыз:MORPH
беру	бер:ROOT/у:MORPH
жасырынған	жасырын:ROOT/ған:MORPH
болса	бол:ROOT/са:MORPH
достарын	дос:ROOT/тар:MORPH/ы:MORPH/н:MORPH
пайдалануға	пайдалан:ROOT/у:MORPH/ға:MORPH
етеді	ет:ROOT/е:MORPH/ді:MORPH
бар	бар:ROOT
Ол	Ол:ROOT
ретте	рет:ROOT/те:MORPH
үшін	үшін:ROOT
баяндайды	баянда:ROOT/й:MORPH/ды:MORPH
болған	бол:ROOT/ған:MORPH
тұрғысындағы	тұрғы:ROOT/сы:MORPH/н:MORPH/да:MORPH/ғы:MORPH
үшін	үшін:ROOT
тастайды	таста:ROOT/й:MORPH/ды:MORPH
құмарлық	құмар:ROOT/лық:MORPH
негізінде	негіз:ROOT/і:MORPH/н:MORPH/де:MORPH
әңгіме	әңгіме:ROOT
ғой	ғой:ROOT
сауалды	сауал:ROOT/ды:MORPH
Біз	Біз:ROOT
қарсы	қарсы:ROOT
тырысады	тырыс:ROOT/а:MORPH/ды:MORPH
арнағысы	арна:ROOT/ғы:MORPH/сы:MORPH
кіндік	кіндік:ROOT
Ол	Ол:ROOT
береді	бер:ROOT/е:MORPH/ді:MORPH
қоршаған	қорша:ROOT/ған:MORPH
атап	ата:ROOT/п:MORPH
көтеріп	көтер:ROOT/іп:MORPH
алғанын	ал:ROOT/ған:MORPH/ы:MORPH/н:MORPH
әдістерімен	әдіс:ROOT/тер:MORPH/і:MORPH/мен:MORPH
алдын	алдын:ROOT
еске	ес:ROOT/ке:MORPH
адамдардың	адам:ROOT/дар:MORPH/дың:MORPH
да	да:ROOT
қатынасын	қатынас:ROOT/ы:MORPH/н:MORPH
болатын	бол:ROOT/атын:MORPH
тұра	тұр:ROOT/а:MORPH
тұрғыдан	тұрғы:ROOT/дан:MORPH
Мутсопулостың	Мутсопулостың:ROOT
тиіс	тиіс:ROOT
бір	бір:ROOT
данышпандар	данышпан:ROOT/дар:MORPH
ерекшеленеді	ерекше:ROOT/лен:MORPH/е:MORPH/ді:MORPH
ұсқынсыз	ұсқын:ROOT/сыз:MORPH
метафоралық	метафора:ROOT/лық:MORPH
аралық	ара:ROOT/лық:MORPH
жолын	жол:ROOT/ы:MORPH/н:MORPH
парасаттылықпен	парасат:ROOT/ты:MORPH/лық:MORPH/пен:MORPH
ие	ие:ROOT
топ	топ:ROOT
жүргізіп	жүр:ROOT/гіз:MORPH/іп:MORPH
тұрғыда	тұрғы:ROOT/да:MORPH
сөз	сөз:ROOT
кейіпкер	кейіп:ROOT/кер:MORPH
бәрінен	бәрі:ROOT/нен:MORPH
ықыласы	ықылас:ROOT/ы:MORPH
бейнесін	бейне:ROOT/сі:MORPH/н:MORPH
екені	е:ROOT/кен:MORPH/і:MORPH
туралы	туралы:ROOT
тілінде	тіл:ROOT/і:MORPH/н:MORPH/де:MORPH
санқилы	санқи:ROOT/лы:MORPH
секілді	секілді:ROOT
үңгірден	үңгір:ROOT/ден:MORPH
мәнерімен	мәнер:ROOT/і:MORPH/мен:MORPH
заттар	зат:ROOT/тар:MORPH
көріпбіле	көр:ROOT/іпбіл:MORPH/е:MORPH
адамның	адам:ROOT/ның:MORPH
басқа	басқа:ROOT
пері	пері:ROOT
тек	тек:ROOT
Біздің	Біз:ROOT/дің:MORPH
II	II:ROOT
қателесеміз	қате:ROOT/лес:MORPH/е:MORPH/міз:MORPH
атқарған	атқар:ROOT/ған:MORPH
махаббаттың	махаббат:ROOT/тың:MORPH
талай	талай:ROOT
тиіс	тиіс:ROOT
көрсетуімен	көр:ROOT/се:MORPH/т:MORPH/у:MORPH/і:MORPH/мен:MORPH
және	және:ROOT
тырыспайды	тырыс:ROOT/па:MORPH/й:MORPH/ды:MORPH
ұластырады	ұлас:ROOT/тыр:MORPH/а:MORPH/ды:MORPH
қарайтынын	қара:ROOT/йтын:MORPH/ы:MORPH/н:MORPH
қызықтырған	қызық:ROOT/тыр:MORPH/ған:MORPH
келіседі	келіс:ROOT/е:MORPH/ді:MORPH
бұл	бұл:ROOT
жоғары	жоғары:ROOT
Кейбір	Кейбір:ROOT
өзіне	өз:ROOT/і:MORPH/не:MORPH
үш	үш:ROOT
заңмен	заң:ROOT/мен:MORPH
Пения	Пения:ROOT
дәуірге	дәуі:ROOT/рге:MORPH
шешенді	шешен:ROOT/ді:MORPH
анықтауға	анық:ROOT/та:MORPH/у:MORPH/ға:MORPH
Оксфордта	Оксфорд:ROOT/та:MORPH
сөнгенге	сөн:ROOT/ген:MORPH/ге:MORPH
құқықтарынан	құқық:ROOT/тар:MORPH/ы:MORPH/нан:MORPH
тұста	тұс:ROOT/та:MORPH
шектеліп	шек:ROOT/те:MORPH/л:MORPH/іп:MORPH
болса	бол:ROOT/са:MORPH
болбыр	болбыр:ROOT
сәтте	сәт:ROOT/те:MORPH
өзіндік	өзін:ROOT/дік:MORPH
тырысады	тырыс:ROOT/а:MORPH/ды:MORPH
жүйесінің	жүйе:ROOT/сі:MORPH/нің:MORPH
құдіреттілік	құдірет:ROOT/ті:MORPH/лік:MORPH
үшін	үшін:ROOT
де	де:ROOT
астарлы	астар:ROOT/лы:MORPH
Философ	Философ:ROOT
сонда	сон:ROOT/да:MORPH
жарық	жарық:ROOT
күнге	күн:ROOT/ге:MORPH
Осыған	Осы:ROOT/ған:MORPH
ақынды	ақын:ROOT/ды:MORPH
тілдерінде	тіл:ROOT/дер:MORPH/і:MORPH/н:MORPH/де:MORPH
туралы	туралы:ROOT
сөздің	сөз:ROOT/дің:MORPH
құрылуы	құр:ROOT/ыл:MORPH/у:MORPH/ы:MORPH
рақымсыз	рақым:ROOT/сыз:MORPH
Аристофанға	Аристофан:ROOT/ға:MORPH
бірнеше	бірнеше:ROOT
Пьер	Пьер:ROOT
ишарамен	ишара:ROOT/мен:MORPH
Сондықтан	Сондықтан:ROOT
замандастарының	заман:ROOT/дас:MORPH/тар:MORPH/ы:MORPH/ның:MORPH
танымның	тан:ROOT/ым:MORPH/ның:MORPH
бойынша	бойын:ROOT/ша:MORPH
анықтауға	анықт:ROOT/а:MORPH/у:MORPH/ға:MORPH
әрі	әрі:ROOT
тартады	тарт:ROOT/а:MORPH/ды:MORPH
ғылым	ғылым:ROOT
рет	рет:ROOT
жеке	жеке:ROOT
ұйыта	ұйыт:ROOT/а:MORPH
сайлау	сайла:ROOT/у:MORPH
мәңгілікпен	мәңгі:ROOT/лік:MORPH/пен:MORPH
қателік	қате:ROOT/лік:MORPH
айтқандары	айт:ROOT/қан:MORPH/дар:MORPH/ы:MORPH
Сөз	Сөз:ROOT
кітабы	кітаб:ROOT/ы:MORPH
басқа	басқа:ROOT
Францияға	Франция:ROOT/ға:MORPH
Э	Э:ROOT
лорд	лорд:ROOT
поэзияға	поэзия:ROOT/ға:MORPH
өзімді	өз:ROOT/ім:MORPH/ді:MORPH
түріне	түр:ROOT/і:MORPH/не:MORPH
Әдіс	Әдіс:ROOT
тән	тән:ROOT
туралы	туралы:ROOT
ғалымдары	ғалым:ROOT/дар:MORPH/ы:MORPH
өз	өз:ROOT
деп	деп:ROOT
болып	бол:ROOT/ып:MORPH
Симпозиумнан	Симпозиум:ROOT/нан:MORPH
әділдік	әділ:ROOT/дік:MORPH
мұндай	мұн:ROOT/дай:MORPH
саңылаулардан	саңылау:ROOT/лар:MORPH/дан:MORPH
ойдан	ой:ROOT/дан:MORPH
екіге	екі:ROOT/ге:MORPH
бұл	бұл:ROOT
тіпті	тіпті:ROOT
да	да:ROOT
жыныстық	жыныс:ROOT/тық:MORPH
деген	де:ROOT/ген:MORPH
ретіндегі	рет:ROOT/ін:MORPH/дегі:MORPH
дастарқанына	дастарқан:ROOT/ы:MORPH/на:MORPH
ғана	ғана:ROOT
пікірлердің	пікір:ROOT/лер:MORPH/дің:MORPH
француз	француз:ROOT
Платон	Платон:ROOT
Алкивиад	Алкивиад:ROOT
орынға	орын:ROOT/ға:MORPH
логиканы	логикан:ROOT/ы:MORPH
жағдайдың	жағдай:ROOT/дың:MORPH
масқарампаз	масқарам:ROOT/паз:MORPH
құрылуының	құр:ROOT/ыл:MORPH/у:MORPH/ы:MORPH/ның:MORPH
туралы	туралы:ROOT
жақтап	жақта:ROOT/п:MORPH
авторлар	автор:ROOT/лар:MORPH
Сократ	Сократ:ROOT
саналмайды	санал:ROOT/ма:MORPH/й:MORPH/ды:MORPH
пайда	пайда:ROOT
өкілі	өкіл:ROOT/і:MORPH
Дионисий	Дионисий:ROOT
объектісі	объекті:ROOT/сі:MORPH
шыңдалған	шыңд:ROOT/ал:MORPH/ған:MORPH
лайық	лайық:ROOT
есепке	есеп:ROOT/ке:MORPH
көзқарасын	көз:ROOT/қарас:MORPH/ы:MORPH/н:MORPH
деген	де:ROOT/ген:MORPH
Осы	Осы:ROOT
теориясы	теория:ROOT/сы:MORPH
тек	тек:ROOT
ғалымның	ғалым:ROOT/ның:MORPH
тәлкек	тәлкек:ROOT
шығармаларын	шығ:ROOT/ар:MORPH/ма:MORPH/лар:MORPH/ы:MORPH/н:MORPH
шын	шын:ROOT
барын	бар:ROOT/ы:MORPH/н:MORPH
шынайы	шынайы:ROOT
оған	о:ROOT/ған:MORPH
суық	суық:ROOT
ушығып	ушығ:ROOT/ып:MORPH
тәсілі	тәсіл:ROOT/і:MORPH
ұстаған	ұста:ROOT/ған:MORPH
құдіреттілігі	құдірет:ROOT/ті:MORPH/ліг:MORPH/і:MORPH
жеңілдетеді	жеңіл:ROOT/де:MORPH/т:MORPH/е:MORPH/ді:MORPH
Ал	Ал:ROOT
Соғыстарды	Соғыс:ROOT/тар:MORPH/ды:MORPH
әңгімені	әңгіме:ROOT/ні:MORPH
өзіне	өз:ROOT/і:MORPH/не:MORPH
білдіреді	біл:ROOT/дір:MORPH/е:MORPH/ді:MORPH
ауысады	ауыс:ROOT/а:MORPH/ды:MORPH
сезімінен	сез:ROOT/ім:MORPH/і:MORPH/нен:MORPH
қажеттілігі	қажет:ROOT/ті:MORPH/ліг:MORPH/і:MORPH
кезеңіндегі	кезең:ROOT/і:MORPH/н:MORPH/де:MORPH/гі:MORPH
философияның	философия:ROOT/ның:MORPH
әдісі	әдіс:ROOT/і:MORPH
түрлі	түр:ROOT/лі:MORPH
көңілін	көңіл:ROOT/ін:MORPH
келіп	кел:ROOT/іп:MORPH
өзінің	өз:ROOT/і:MORPH/нің:MORPH
бейнелейді	бейне:ROOT/ле:MORPH/й:MORPH/ді:MORPH
тез	тез:ROOT
бізге	біз:ROOT/ге:MORPH
Игіліктің	Игілік:ROOT/тің:MORPH
береді	бер:ROOT/е:MORPH/ді:MORPH
пайымның	пайым:ROOT/ның:MORPH
өзінің	өз:ROOT/і:MORPH/нің:MORPH
жазады	жаз:ROOT/а:MORPH/ды:MORPH
келсек	кел:ROOT/се:MORPH/к:MORPH
алғанда	ал:ROOT/ған:MORPH/да:MORPH
сократтық	сократ:ROOT/тық:MORPH
Геометрия	Геометрия:ROOT
диалектикасы	диалектика:ROOT/сы:MORPH
созылысты	созыл:ROOT/ыс:MORPH/ты:MORPH
Диалектика	Диалектика:ROOT
айқын	айқын:ROOT
бас	бас:ROOT
Платонның	Платон:ROOT/ның:MORPH
анықтамаларды	анық:ROOT/тама:MORPH/лар:MORPH/ды:MORPH
шын	шын:ROOT
алдырады	ал:ROOT/дыр:MORPH/а:MORPH/ды:MORPH
болар	бол:ROOT/ар:MORPH
өзгеріп	өзгер:ROOT/іп:MORPH
танымал	таным:ROOT/ал:MORPH
бұл	бұл:ROOT
махаббаттың	махаббат:ROOT/тың:MORPH
болмыстардың	бол:ROOT/мыс:MORPH/тар:MORPH/дың:MORPH
әдетқылықтарының	әдетқылық:ROOT/тар:MORPH/ы:MORPH/ның:MORPH
болса	бол:ROOT/са:MORPH
үйлесім	үйлес:ROOT/ім:MORPH
Сократ	Сократ:ROOT
да	да:ROOT
құрылымы	құр:ROOT/ыл:MORPH/ым:MORPH/ы:MORPH
өзінше	өзін:ROOT/ше:MORPH
ішіпжем	іш:ROOT/іпжем:MORPH
сол	сол:ROOT
тысқары	тысқары:ROOT
Сократтық	Сократ:ROOT/тық:MORPH
келген	кел:ROOT/ген:MORPH
Шын	Шын:ROOT
баяндау	баян:ROOT/да:MORPH/у:MORPH
және	және:ROOT
оның	о:ROOT/ның:MORPH
яғни	яғни:ROOT
бозбала	боз:ROOT/бала:MORPH
мәселелері	мәселе:ROOT/лер:MORPH/і:MORPH
аса	аса:ROOT
айтады	айт:ROOT/а:MORPH/ды:MORPH
ауды	ау:ROOT/ды:MORPH
терең	терең:ROOT
органикалық	органика:ROOT/лық:MORPH
махаббат	махаббат:ROOT
көреді	көр:ROOT/е:MORPH/ді:MORPH
біріктіреді	бір:ROOT/ік:MORPH/тір:MORPH/е:MORPH/ді:MORPH
бас	бас:ROOT
өкілі	өкіл:ROOT/і:MORPH
ред	ред:ROOT
нәтижесіз	нәтиже:ROOT/сіз:MORPH
әрқайсысы	әрқайсы:ROOT/сы:MORPH
бар	бар:ROOT
Латын	Латын:ROOT
екінші	ек:ROOT/інші:MORPH
тұсының	тұс:ROOT/ы:MORPH/ның:MORPH
көмегімен	көмег:ROOT/і:MORPH/мен:MORPH
нақты	нақты:ROOT
өзінің	өз:ROOT/і:MORPH/нің:MORPH
шығатынын	шығ:ROOT/атын:MORPH/ы:MORPH/н:MORPH
арифметикалық	арифметика:ROOT/лық:MORPH
Ғылымды	Ғылым:ROOT/ды:MORPH
көрсеткен	көр:ROOT/се:MORPH/т:MORPH/кен:MORPH
сымбатты	сымбат:ROOT/ты:MORPH
ол	ол:ROOT
кезегі	кезег:ROOT/і:MORPH
мүмкіндік	мүмкін:ROOT/дік:MORPH
осындай	осын:ROOT/дай:MORPH
жолының	жол:ROOT/ы:MORPH/ның:MORPH
метафизикасының	метафизика:ROOT/сы:MORPH/ның:MORPH
жол	жол:ROOT
